Employee_ID,Age,Gender,Department,Job_Role,Experience_Years,Education_Level,Certification_Count,AI_Training_Hours,Coding_Test_Score,Communication_Score,Leadership_Score,Problem_Solving_Score,Innovation_Score,Attendance_Percentage,Remote_Work_Days,Overtime_Hours,Salary,Promotion_Last_3Y,Project_Count,Client_Rating,Bug_Fix_Count,Deployment_Success_Rate,Team_Size,Stress_Level,Work_Life_Balance,Job_Satisfaction,Attrition_Risk,Manager_Rating,Employee_Performance_Score
100163,44,Female,Sales,Cloud Engineer,10,Bachelor,10,35,63,84,41,98,75,95,0,52,2015787,Yes,2,2.62,490,91.41,12,5,8,2,Low,4.02,65.33
100164,58,Other,HR,Support Engineer,7,PhD,9,117,89,55,71,58,52,76,4,74,752363,Yes,8,2.92,452,72.38,7,3,9,6,Low,4.24,64.15
100165,53,Female,Finance,Marketing Specialist,7,Bachelor,2,254,75,95,65,64,61,89,7,3,1203313,No,12,3.19,495,91.43,2,5,7,7,High,3.66,68.63
100166,54,Female,Sales,Product Manager,11,Master,9,19,84,82,44,42,42,71,8,45,1575375,Yes,13,1.51,297,95.16,23,1,3,1,High,4.16,53.0
100167,22,Other,Finance,Cloud Engineer,14,Bachelor,6,297,75,81,50,52,82,97,1,30,2136037,No,19,2.08,297,70.38,22,5,5,7,Medium,4.47,71.35
100168,40,Female,IT,Data Scientist,18,Bachelor,0,20,86,95,49,60,49,71,4,35,686297,No,5,3.15,280,86.04,4,7,7,8,Low,3.1,62.57
100169,23,Male,IT,AI Engineer,27,PhD,2,255,73,87,54,61,30,74,3,3,2273592,Yes,18,1.77,95,77.52,9,1,6,2,High,4.33,61.09
100170,47,Other,IT,HR Executive,6,Bachelor,4,247,98,84,57,86,86,72,11,1,1713551,Yes,18,4.36,79,82.97,4,8,6,3,High,4.16,65.94
100171,53,Female,Operations,Support Engineer,6,Master,10,165,48,66,88,68,95,72,18,38,929079,No,3,4.13,74,92.37,16,7,3,3,High,1.78,62.72
100172,27,Male,HR,ML Engineer,29,PhD,13,254,51,81,53,88,40,100,23,43,1074761,No,7,3.27,151,93.26,22,5,5,1,Medium,2.15,63.08
100173,53,Other,IT,Data Scientist,17,Bachelor,3,77,85,63,67,82,75,70,1,18,924032,No,5,2.98,104,82.05,18,1,8,9,High,4.51,67.43
100174,25,Male,HR,Software Engineer,23,Bachelor,2,279,59,68,69,64,59,88,15,40,2440159,No,1,4.72,87,72.75,22,9,9,8,Medium,2.59,53.87
100175,32,Male,IT,Software Engineer,5,PhD,5,281,43,73,99,62,98,100,1,37,1062342,Yes,18,4.01,125,88.28,19,8,2,3,High,4.99,60.74
100176,38,Male,Operations,Business Analyst,3,PhD,11,33,54,88,52,98,36,89,20,73,357239,No,7,1.15,437,78.37,5,5,2,5,Medium,3.64,62.05
100177,59,Female,Finance,Data Scientist,2,Bachelor,5,98,43,60,59,51,53,81,9,64,1795094,No,3,1.89,422,73.49,20,9,3,4,Low,1.19,41.88
100178,45,Other,Sales,DevOps Engineer,5,Bachelor,3,142,44,56,41,88,77,91,9,34,2440336,Yes,19,1.29,315,79.45,10,3,7,9,High,2.55,57.66
100179,26,Other,Sales,Product Manager,25,PhD,8,54,49,94,64,93,72,96,16,10,957131,Yes,9,4.98,380,87.41,15,6,2,5,Low,4.17,57.76
100180,55,Female,IT,Data Scientist,10,PhD,10,2,83,73,83,62,65,75,11,58,2043731,No,3,2.69,45,97.25,17,6,4,2,Medium,2.48,71.68
100181,27,Other,Sales,HR Executive,28,Master,5,218,83,73,98,44,30,97,6,77,634291,Yes,3,1.54,444,76.47,22,9,8,2,High,2.51,52.89
100182,43,Male,IT,Cloud Engineer,19,Master,14,210,79,63,82,68,36,90,8,69,949710,No,13,2.43,429,92.92,18,8,4,1,Medium,2.38,61.22
100183,32,Other,IT,Support Engineer,9,Master,8,148,75,73,90,44,73,89,13,42,981822,Yes,13,4.92,405,95.87,23,5,1,5,Low,2.32,65.13
100184,37,Female,Marketing,Data Scientist,25,PhD,12,231,74,60,51,78,90,75,17,4,1747717,No,19,1.57,337,74.44,8,8,4,5,Medium,1.78,65.46
100185,54,Male,Marketing,DevOps Engineer,26,PhD,10,87,98,57,64,74,55,82,9,25,434532,No,7,2.43,464,70.17,21,3,7,3,Medium,1.76,57.48
100186,30,Female,Marketing,Finance Analyst,13,PhD,9,210,40,93,43,74,59,98,15,31,1831492,No,3,2.1,64,98.36,8,8,9,5,Low,4.18,56.43
100187,27,Male,HR,Support Engineer,11,Bachelor,9,222,57,64,81,56,30,90,0,46,1639593,No,11,4.16,139,72.95,7,3,8,8,High,3.46,54.24
100188,37,Male,Marketing,DevOps Engineer,22,PhD,1,295,91,91,51,69,92,79,8,55,2132804,Yes,1,1.1,86,74.84,7,7,6,3,Medium,2.09,68.42
100189,50,Other,IT,Software Engineer,20,Bachelor,14,147,96,51,46,95,44,70,12,49,489584,Yes,2,4.79,263,82.23,14,3,6,4,Medium,4.13,74.75
100190,24,Male,Operations,HR Executive,7,PhD,5,206,70,73,94,41,92,85,15,73,2335892,No,9,4.47,352,78.85,4,7,9,3,High,3.38,64.76
100191,41,Female,Operations,Cloud Engineer,8,PhD,13,226,85,94,77,54,84,83,15,57,1324531,Yes,3,2.46,267,99.44,4,1,8,6,High,2.91,74.56
100192,57,Other,Finance,Project Manager,23,Bachelor,3,183,88,59,79,90,86,97,1,27,1327890,No,5,4.61,80,94.77,15,9,1,7,Low,3.47,69.8
100193,40,Female,Marketing,Sales Executive,30,PhD,1,40,45,81,98,62,49,87,8,78,2070706,Yes,4,2.7,221,89.47,3,3,2,7,Medium,2.22,68.46
100194,47,Male,Operations,DevOps Engineer,24,PhD,4,181,45,66,71,81,51,83,12,54,1817327,No,8,2.17,358,70.79,4,1,8,2,Low,3.96,51.85
100195,24,Female,Marketing,Project Manager,16,PhD,13,43,81,59,82,65,79,94,7,57,954341,No,17,2.63,234,77.26,8,9,3,7,Medium,1.94,69.35
100196,40,Female,Finance,Product Manager,28,Master,14,209,58,71,45,50,65,79,22,39,769150,Yes,6,4.3,76,75.8,3,9,2,1,High,3.23,62.88
100197,41,Male,Operations,HR Executive,2,PhD,2,249,71,55,96,63,66,89,10,57,1715519,No,17,3.24,443,77.83,22,7,5,2,High,4.38,59.3
100198,53,Other,IT,Finance Analyst,20,Bachelor,5,83,81,76,92,48,75,91,16,71,1370760,Yes,17,1.87,404,98.48,5,6,1,2,Medium,3.09,62.02
100199,28,Female,HR,Sales Executive,7,Bachelor,10,138,96,69,66,53,56,74,19,45,1283913,No,14,1.28,124,82.2,5,2,1,8,High,3.03,65.1
100200,54,Male,Marketing,AI Engineer,13,Bachelor,14,230,69,50,74,63,48,71,10,73,2170894,Yes,6,3.43,264,96.22,8,7,6,3,Medium,3.59,63.24
100201,39,Other,Operations,AI Engineer,15,PhD,13,11,65,66,60,46,45,86,10,44,1104375,Yes,17,4.27,118,84.19,2,5,4,5,High,2.26,52.43
100202,22,Other,Operations,AI Engineer,17,Bachelor,7,272,42,50,59,49,83,70,15,9,2219951,No,4,4.42,283,89.91,14,7,8,4,Medium,4.96,56.63
100203,32,Other,Finance,Marketing Specialist,30,Master,3,89,72,86,58,72,63,70,6,47,2426040,No,14,4.29,454,98.24,18,6,3,5,High,3.81,58.9
100204,49,Female,IT,Finance Analyst,10,Bachelor,11,24,89,64,72,72,80,75,21,61,1774304,No,17,3.05,209,87.47,8,7,3,7,High,2.34,63.83
100205,46,Female,Sales,Cloud Engineer,19,PhD,3,25,70,50,95,85,65,95,0,27,1829114,No,14,2.51,497,80.7,21,7,8,9,Medium,3.54,61.98
100206,44,Female,Operations,ML Engineer,3,Master,4,152,86,66,43,66,82,76,22,19,2361845,Yes,3,4.9,169,84.18,18,4,2,2,High,4.51,64.94
100207,52,Other,HR,ML Engineer,19,Bachelor,5,59,59,95,99,47,91,76,14,69,2207739,No,8,4.69,288,84.06,13,8,2,8,Medium,4.37,53.21
100208,51,Female,Finance,Sales Executive,30,Master,10,59,43,94,58,53,60,100,17,40,559618,Yes,13,4.01,301,94.0,19,1,7,6,High,4.78,60.49
100209,56,Male,Operations,HR Executive,19,Bachelor,6,282,71,92,99,46,33,94,13,5,827874,Yes,14,2.72,319,80.07,5,1,4,8,High,1.62,64.48
100210,28,Female,Operations,AI Engineer,10,PhD,5,170,57,93,91,57,41,85,12,10,690873,Yes,12,4.89,406,71.29,22,2,4,8,Medium,2.27,64.3
100211,37,Female,Finance,Software Engineer,0,Master,6,75,49,87,88,96,82,88,23,29,1644765,No,8,2.5,436,90.19,24,8,7,9,Medium,4.78,76.52
100212,47,Other,Finance,Cloud Engineer,17,Bachelor,8,275,61,92,67,65,90,99,1,2,2146511,Yes,11,3.74,64,95.65,14,8,9,6,Low,3.61,61.3
100213,23,Female,Marketing,ML Engineer,32,Bachelor,3,207,93,51,61,94,48,78,19,71,1270992,Yes,12,2.18,310,85.04,11,7,1,7,Low,4.67,62.22
100214,22,Male,Operations,Support Engineer,17,Master,9,154,90,67,90,80,85,70,21,32,1391037,No,1,4.34,422,74.2,3,4,9,2,High,2.02,84.0
100215,33,Other,Sales,Data Scientist,30,Master,14,179,56,61,63,98,38,87,23,53,2373001,Yes,2,4.44,191,74.35,5,2,8,1,Low,3.97,64.8
100216,26,Male,HR,Marketing Specialist,34,Master,0,81,81,78,98,54,54,100,10,46,671041,Yes,19,3.04,121,96.76,6,2,3,4,High,3.06,66.37
100217,58,Other,IT,Business Analyst,14,Master,14,9,96,72,85,72,83,76,18,9,902478,No,4,3.25,210,72.2,5,6,6,1,Low,3.6,74.49
100218,53,Other,IT,QA Engineer,5,Bachelor,8,242,43,96,69,50,76,97,21,18,1192472,No,12,4.79,402,85.09,13,9,5,9,Low,3.27,64.4
100219,30,Female,Sales,Finance Analyst,7,Bachelor,6,177,96,58,68,58,70,87,5,8,462972,Yes,1,1.57,3,79.92,15,5,6,4,Medium,3.93,80.98
100220,56,Male,Finance,Finance Analyst,21,Bachelor,3,285,76,57,49,81,80,79,16,6,1246512,Yes,10,2.89,6,78.26,11,7,3,1,High,1.82,57.52
100221,40,Other,Finance,ML Engineer,0,PhD,9,256,46,99,92,57,79,96,21,60,542878,No,1,3.11,412,75.17,17,3,3,1,Medium,4.9,62.37
100222,37,Female,Finance,Finance Analyst,12,Master,7,3,90,65,71,61,36,89,0,13,2482836,Yes,5,4.27,111,78.99,8,6,5,4,Medium,3.04,62.27
100223,24,Other,Operations,AI Engineer,23,Bachelor,11,214,90,72,48,97,56,71,24,1,1394287,No,11,4.11,486,91.47,3,9,4,3,Low,4.28,69.65
100224,41,Other,Finance,Marketing Specialist,20,Master,6,29,47,78,64,75,77,80,19,21,1858189,Yes,2,3.41,330,87.93,23,4,3,1,Medium,1.08,70.72
100225,45,Other,Finance,QA Engineer,3,Master,11,64,40,59,55,57,84,87,4,59,1251432,No,9,1.62,92,72.48,20,4,2,3,Low,1.61,51.68
100226,54,Other,Operations,Software Engineer,6,Bachelor,1,123,95,61,54,57,92,80,0,44,949356,No,12,2.62,252,92.62,21,4,1,8,Low,2.33,59.72
100227,45,Other,Operations,Data Scientist,11,Master,0,284,47,61,98,61,35,83,12,19,1261573,Yes,7,1.36,263,80.64,15,3,8,2,High,3.84,45.42
100228,32,Other,Sales,HR Executive,12,Master,8,152,58,79,87,64,64,82,0,25,1810561,No,16,1.6,300,76.52,17,9,3,6,High,2.24,53.14
100229,29,Female,Marketing,QA Engineer,15,Master,6,39,56,59,57,93,61,70,11,58,1716601,No,7,1.91,456,94.52,12,5,4,4,High,4.11,53.83
100230,57,Other,Operations,Software Engineer,5,Master,13,25,80,63,92,91,35,94,8,67,2251647,Yes,9,2.33,260,89.08,7,4,1,2,Medium,1.53,72.64
100231,59,Male,HR,Finance Analyst,13,Master,9,272,91,53,62,83,92,79,21,38,457715,Yes,8,2.76,478,91.67,11,3,6,2,High,2.78,72.89
100232,41,Female,Finance,Marketing Specialist,30,Bachelor,0,158,94,96,94,70,47,84,12,22,510742,No,9,3.88,62,79.17,8,5,6,8,Medium,2.28,74.68
100233,56,Male,Marketing,ML Engineer,34,Bachelor,12,188,87,69,81,48,60,88,9,79,503656,No,19,1.09,329,92.47,15,5,4,1,High,1.39,60.94
100234,46,Other,IT,DevOps Engineer,9,Master,3,263,48,90,42,89,81,100,15,24,756527,Yes,17,4.49,170,78.26,14,6,2,8,Low,3.9,70.04
100235,56,Male,Sales,HR Executive,16,Master,14,68,90,88,46,77,45,98,5,72,1220229,No,12,4.97,87,90.4,4,5,8,2,Medium,4.51,64.6
100236,46,Other,Marketing,Cloud Engineer,29,Master,4,0,55,56,78,94,85,86,20,52,2287721,No,12,4.86,144,76.54,16,8,1,5,High,4.5,63.4
100237,50,Other,Operations,Business Analyst,6,PhD,4,78,92,79,91,58,96,100,21,10,1748701,No,4,2.7,238,89.02,18,2,4,2,High,2.06,79.66
100238,39,Female,Finance,ML Engineer,17,Master,13,227,97,90,50,91,91,79,7,24,1284114,No,9,2.6,330,83.69,2,5,9,1,Medium,4.87,61.93
100239,39,Female,Finance,Finance Analyst,18,PhD,13,45,98,73,94,94,81,91,22,30,972725,No,10,3.09,33,74.69,6,2,4,4,Low,4.2,84.07
100240,23,Other,Finance,ML Engineer,14,PhD,13,107,84,59,63,64,34,77,6,45,627352,No,17,3.66,343,87.81,21,3,3,2,Medium,1.96,59.35
100241,56,Female,Marketing,Project Manager,21,PhD,4,123,90,94,74,54,82,92,24,26,2331261,Yes,10,2.11,263,70.34,6,5,4,8,High,4.51,77.36
100242,37,Male,Finance,AI Engineer,29,Bachelor,10,147,76,87,89,44,46,76,24,62,1968820,Yes,12,3.62,248,90.7,18,4,1,1,High,1.76,59.73
100243,57,Female,Operations,Sales Executive,19,PhD,2,251,66,85,64,50,60,87,12,46,1366321,Yes,17,2.24,427,98.35,23,7,9,9,High,1.59,58.66
100244,54,Female,Marketing,Finance Analyst,31,Master,4,1,41,66,67,52,45,96,24,13,2173943,No,6,3.64,486,96.88,17,9,8,6,Low,4.52,55.0
100245,25,Male,Finance,ML Engineer,24,Master,3,221,75,70,51,73,86,73,16,22,2007289,Yes,4,3.61,407,99.26,21,1,8,3,High,4.7,63.93
100246,54,Female,IT,QA Engineer,22,Bachelor,14,188,51,95,62,47,50,75,11,15,1517386,Yes,16,1.0,129,83.15,2,6,4,8,Medium,2.81,58.57
100247,35,Other,IT,QA Engineer,4,Bachelor,4,70,89,52,56,64,70,71,10,19,2369199,No,17,4.48,391,94.89,6,5,4,8,High,3.61,66.29
100248,42,Male,HR,Data Scientist,29,Master,6,96,74,50,97,66,68,82,5,2,2343379,Yes,16,1.77,286,74.25,21,2,1,3,Low,2.28,71.29
100249,41,Other,Finance,Data Scientist,26,Bachelor,4,231,70,67,97,50,66,90,14,5,2157793,Yes,4,4.97,110,70.51,3,4,8,8,Low,4.06,79.24
100250,29,Male,Finance,Product Manager,6,Bachelor,13,29,92,51,80,57,70,81,4,28,541608,Yes,6,3.2,299,74.76,6,2,9,1,Medium,4.35,73.87
100251,28,Other,Marketing,HR Executive,4,PhD,14,29,96,89,76,97,82,74,15,3,1378609,Yes,8,2.55,418,83.3,19,9,8,9,High,1.8,74.8
100252,24,Other,Marketing,ML Engineer,14,PhD,13,214,58,97,57,49,61,88,23,64,446928,No,9,1.37,57,74.88,20,7,7,3,High,3.77,58.65
100253,38,Female,Finance,Marketing Specialist,7,Bachelor,13,172,65,53,94,72,54,71,10,7,1194381,No,6,3.72,255,83.63,7,4,2,7,Low,4.55,61.32
100254,54,Other,HR,Support Engineer,8,Master,7,279,93,81,48,75,82,80,9,47,1665484,No,14,2.44,3,77.07,18,5,9,8,Low,4.07,69.7
100255,33,Female,Finance,Data Scientist,10,PhD,7,210,75,68,84,56,93,92,7,15,2473522,Yes,13,4.85,203,76.48,24,5,3,3,Medium,4.17,68.95
100256,43,Male,Operations,AI Engineer,21,Master,2,124,43,69,74,88,62,77,23,46,1691481,Yes,18,4.43,118,97.58,12,6,6,2,Medium,1.92,63.92
100257,43,Other,Marketing,Product Manager,33,Bachelor,4,79,87,91,75,44,67,73,4,30,1440534,No,17,1.5,358,85.61,16,1,1,5,High,4.3,69.17
100258,51,Other,Finance,Software Engineer,34,Master,11,183,82,98,96,62,37,73,9,28,1063621,Yes,17,2.83,79,90.24,3,7,6,8,Medium,3.03,76.62
100259,59,Male,Marketing,Project Manager,12,Master,3,14,70,98,57,42,30,80,9,75,1156331,No,17,2.78,21,81.96,13,3,9,2,Medium,1.05,48.15
100260,59,Male,Finance,Project Manager,10,Master,13,10,97,56,59,78,88,83,0,67,1203842,No,15,3.84,208,74.95,20,8,1,5,Low,3.67,76.43
100261,29,Other,Sales,Project Manager,31,Master,13,88,97,58,60,76,64,78,12,42,1055977,No,15,2.09,472,91.43,17,1,5,2,Low,4.1,77.06
100262,48,Male,Marketing,Data Scientist,14,Bachelor,4,2,52,56,86,49,45,89,19,33,1940428,Yes,11,4.34,498,83.31,13,5,5,8,Low,4.13,53.95
100263,48,Female,HR,ML Engineer,0,Bachelor,7,23,92,76,59,66,43,95,22,5,2477827,No,7,4.77,185,95.24,2,9,5,2,Medium,4.73,58.49
100264,55,Male,Sales,QA Engineer,23,PhD,3,88,82,70,94,95,34,83,17,48,1055703,No,17,3.21,270,72.45,21,1,7,7,Low,1.34,63.41
100265,42,Male,Operations,Business Analyst,21,PhD,4,8,78,84,45,46,50,97,22,59,2240496,Yes,12,4.71,147,81.51,23,1,2,3,Low,1.75,61.49
100266,51,Other,Finance,Sales Executive,2,PhD,6,45,98,73,48,88,87,72,4,50,1997624,No,19,2.3,286,74.84,15,8,1,5,Medium,4.7,67.73
100267,54,Female,Operations,DevOps Engineer,13,PhD,2,93,85,81,82,68,86,96,15,8,824160,No,19,2.27,241,90.82,8,5,5,5,Low,4.0,66.75
100268,49,Male,Marketing,Cloud Engineer,1,Master,12,70,43,61,68,88,40,82,5,4,863211,Yes,7,3.89,324,80.12,9,5,5,4,Low,2.67,63.34
100269,54,Female,Sales,Product Manager,31,PhD,5,187,79,72,68,78,37,83,21,63,1445346,No,9,2.78,221,82.49,14,6,8,6,High,1.55,68.79
100270,26,Female,Operations,Data Scientist,32,PhD,8,138,83,85,52,45,43,86,20,15,1404754,No,4,2.1,181,80.49,13,7,3,1,Medium,4.35,54.73
100271,40,Female,HR,Cloud Engineer,5,Master,10,9,52,98,75,48,78,72,9,58,368168,No,19,2.24,186,95.22,8,9,5,8,High,2.24,62.0
100272,25,Other,Marketing,Sales Executive,24,Bachelor,3,2,96,78,66,47,62,84,6,55,1782386,No,13,4.33,245,86.91,3,2,5,1,Low,4.34,68.51
100273,56,Male,Sales,DevOps Engineer,33,PhD,3,18,80,52,86,53,53,90,19,64,1582430,No,15,3.59,253,91.26,22,6,4,1,High,3.23,65.94
100274,38,Other,Operations,HR Executive,10,Bachelor,5,129,48,92,96,93,67,98,15,34,1246259,Yes,9,4.17,218,92.23,4,9,4,7,Low,3.15,76.02
100275,49,Male,Sales,QA Engineer,6,PhD,5,220,41,57,88,77,79,71,0,9,537130,No,10,2.65,429,91.22,9,1,2,6,Medium,3.41,62.28
100276,51,Male,Sales,QA Engineer,21,Bachelor,2,129,74,83,83,48,93,90,24,46,2472468,Yes,8,4.76,397,98.34,5,6,2,6,Low,2.68,74.18
100277,50,Other,Operations,DevOps Engineer,9,PhD,13,112,92,63,45,99,31,94,6,34,1604747,No,7,4.56,493,89.57,14,7,4,8,Low,1.44,61.52
100278,27,Female,IT,Sales Executive,20,Bachelor,0,137,51,85,78,91,68,79,24,61,304586,Yes,7,1.14,464,89.47,8,5,7,3,Low,3.34,65.71
100279,56,Female,Finance,Support Engineer,5,Bachelor,2,42,56,97,96,96,43,96,11,32,541929,No,9,2.46,477,94.28,13,3,3,5,Medium,2.69,72.91
100280,58,Male,Marketing,ML Engineer,0,PhD,7,217,43,95,71,50,41,91,24,14,1585578,Yes,18,1.3,365,70.49,5,7,6,8,High,2.84,46.65
100281,45,Other,Marketing,Cloud Engineer,33,Bachelor,7,57,98,81,88,50,80,84,22,34,696295,Yes,13,1.95,131,71.75,6,1,5,4,High,3.4,61.78
100282,50,Female,Marketing,Cloud Engineer,13,PhD,5,112,53,56,82,79,39,88,14,9,1809520,No,16,4.7,489,77.45,15,7,2,7,Medium,1.57,68.41
100283,52,Female,Sales,Marketing Specialist,26,PhD,6,187,60,59,83,74,73,90,1,79,383653,Yes,5,4.58,195,75.45,16,1,6,4,Medium,1.96,60.91
100284,56,Male,Operations,Support Engineer,8,Master,1,121,80,61,67,50,69,81,17,19,2091738,No,5,1.22,66,74.6,9,6,7,9,High,2.15,62.46
100285,54,Male,Finance,Marketing Specialist,5,PhD,8,84,47,89,84,75,89,86,3,7,1670974,Yes,8,1.14,262,86.58,8,1,3,1,High,2.51,63.59
100286,42,Other,HR,DevOps Engineer,30,PhD,2,105,72,72,40,94,99,85,24,7,514436,Yes,15,3.58,371,75.88,9,7,8,7,High,1.39,71.88
100287,53,Male,Marketing,Cloud Engineer,16,PhD,1,98,84,60,89,42,60,77,12,12,971295,Yes,13,1.94,294,99.0,16,4,4,9,Low,1.63,56.28
100288,44,Female,Operations,ML Engineer,20,PhD,4,8,67,62,93,84,66,94,22,75,1669341,No,1,1.01,226,75.52,6,5,3,5,Low,2.02,65.15
100289,54,Female,Finance,QA Engineer,26,Master,0,5,42,61,90,58,87,74,8,58,1627064,Yes,12,4.33,332,75.0,2,1,3,4,Low,3.78,67.39
100290,24,Female,Finance,Support Engineer,27,Master,4,107,53,56,82,47,72,94,3,46,530755,No,15,2.54,291,87.19,13,8,4,9,Low,3.68,57.99
100291,39,Female,IT,HR Executive,15,Master,9,151,58,93,70,92,67,93,8,59,531138,No,4,2.67,50,75.44,12,4,2,7,Medium,1.04,58.6
100292,46,Other,Operations,AI Engineer,34,Master,3,236,98,59,69,67,37,84,22,40,485101,Yes,17,1.44,291,89.96,5,5,2,2,Medium,1.28,60.67
100293,52,Other,Marketing,QA Engineer,34,Bachelor,11,26,45,56,93,92,63,77,23,51,1897689,Yes,2,2.9,110,95.75,18,1,5,9,Low,3.0,63.64
100294,24,Male,Sales,Project Manager,18,PhD,5,118,75,76,57,95,46,87,0,75,1101955,Yes,18,4.1,219,83.07,5,1,7,5,Low,2.7,62.43
100295,45,Male,Finance,Software Engineer,20,Master,11,210,59,56,68,93,46,90,24,53,2045780,Yes,12,2.2,499,80.5,4,7,5,3,Low,2.18,59.26
100296,53,Male,Finance,Software Engineer,32,PhD,4,99,40,99,81,92,82,97,7,35,1631016,No,2,4.31,287,90.69,23,6,9,7,High,3.0,76.22
100297,43,Other,HR,QA Engineer,22,Master,8,2,99,73,77,40,44,77,0,76,910687,No,12,3.6,235,94.17,23,6,2,2,Medium,1.8,77.23
100298,44,Female,IT,ML Engineer,5,PhD,4,293,49,72,62,92,93,88,15,68,2412896,No,18,2.66,205,79.09,7,7,8,9,Medium,1.54,70.08
100299,23,Male,Finance,AI Engineer,31,Bachelor,12,16,52,74,61,79,86,86,23,12,948456,Yes,16,3.02,419,94.34,19,5,8,1,High,1.28,61.85
100300,48,Female,Finance,HR Executive,21,Master,7,105,51,93,41,69,49,99,14,71,1988088,Yes,5,1.45,162,93.0,24,4,7,5,Medium,1.29,52.75
100301,23,Male,Sales,Support Engineer,2,Bachelor,11,229,50,85,44,80,90,96,14,10,1612359,No,17,4.58,122,84.49,22,9,4,9,Medium,1.79,60.92
100302,47,Male,Sales,Cloud Engineer,34,Bachelor,12,176,75,82,81,77,54,73,4,7,625372,Yes,11,4.58,357,83.74,22,9,7,5,Medium,4.16,67.72
100303,38,Male,HR,Software Engineer,15,PhD,1,83,56,86,54,50,56,73,18,30,1883673,No,7,2.53,127,73.14,5,3,6,7,High,4.21,55.1
100304,54,Male,Operations,Software Engineer,24,Master,2,262,86,91,71,68,76,95,23,61,973815,Yes,18,3.64,302,72.63,16,1,7,2,High,4.65,72.17
100305,30,Male,HR,Software Engineer,16,Bachelor,2,195,92,88,85,70,57,89,10,11,1016380,No,2,4.06,315,92.44,14,4,5,6,Medium,3.64,71.28
100306,50,Female,HR,Sales Executive,12,PhD,2,248,68,56,45,49,35,89,18,10,659366,Yes,3,4.3,452,87.55,22,4,3,1,High,2.5,48.12
100307,47,Male,Sales,Product Manager,27,PhD,5,148,42,79,53,74,70,78,23,16,1106014,Yes,9,3.9,389,84.67,21,1,8,1,High,1.51,57.52
100308,56,Female,Operations,Finance Analyst,10,PhD,6,205,68,80,63,79,88,96,20,26,895117,No,1,3.0,395,71.38,21,9,7,8,High,1.88,66.87
100309,46,Other,Sales,Marketing Specialist,9,Bachelor,6,80,49,94,96,68,90,83,23,76,1558558,Yes,18,3.79,422,71.68,22,2,8,1,Low,2.76,76.05
100310,45,Male,IT,Project Manager,23,PhD,11,188,92,95,60,76,78,70,2,12,1181815,Yes,15,4.79,115,97.62,23,7,3,5,Medium,2.0,71.03
100311,34,Female,Marketing,Project Manager,23,PhD,6,205,85,86,53,41,34,78,21,43,828293,Yes,11,2.89,189,89.83,14,7,4,3,Low,2.26,55.96
100312,28,Other,Marketing,Project Manager,32,PhD,11,268,58,70,51,87,40,92,21,57,782029,No,5,1.33,362,81.58,22,8,1,5,Low,4.78,66.91
100313,57,Other,IT,Marketing Specialist,16,Bachelor,2,289,92,83,94,40,69,82,3,29,1125130,No,9,4.23,176,91.0,5,1,6,3,High,2.54,72.16
100314,41,Other,Marketing,ML Engineer,34,PhD,0,299,43,95,43,98,99,99,20,12,2494439,Yes,14,3.89,11,77.74,4,3,7,6,Medium,1.61,67.36
100315,22,Female,Operations,QA Engineer,5,Bachelor,5,254,96,70,97,71,68,90,15,7,1502375,Yes,12,2.19,71,82.28,10,6,8,1,Medium,2.38,64.68
100316,29,Male,Sales,AI Engineer,15,PhD,2,7,85,89,83,63,99,87,11,68,1856612,Yes,10,3.35,108,83.85,6,1,9,8,Low,1.15,81.58
100317,37,Male,Marketing,Support Engineer,27,Bachelor,12,113,77,69,60,41,49,99,6,63,1691130,Yes,9,1.29,337,70.92,6,7,9,1,High,3.47,57.9
100318,35,Female,Operations,QA Engineer,31,Bachelor,14,4,51,83,56,98,33,79,0,51,1562272,Yes,2,2.92,370,99.78,19,6,2,7,Low,3.88,63.48
100319,33,Male,Sales,Support Engineer,25,Master,2,72,70,57,68,42,42,97,23,5,2280990,Yes,9,2.6,145,81.45,2,1,6,3,Medium,2.61,59.36
100320,44,Female,Operations,Finance Analyst,10,Master,14,120,97,81,90,48,78,95,10,70,2373922,No,15,2.0,329,99.02,14,9,8,8,Low,3.2,73.03
100321,36,Male,IT,Software Engineer,24,Master,2,233,41,79,55,88,38,100,14,53,555980,No,19,1.62,197,89.44,2,1,9,7,Low,4.5,55.16
100322,49,Other,HR,DevOps Engineer,30,Bachelor,14,65,88,78,57,63,88,95,18,21,1688595,Yes,16,2.37,260,97.88,18,5,4,5,Medium,1.82,74.49
100323,55,Male,IT,Sales Executive,20,PhD,8,229,40,54,77,51,32,73,22,62,2161507,Yes,1,4.74,108,71.63,9,1,8,1,Low,1.66,44.11
100324,23,Female,Marketing,Finance Analyst,2,PhD,11,30,56,79,80,73,40,96,14,78,1473233,No,18,3.05,86,98.82,6,4,7,9,High,2.03,58.31
100325,53,Female,Sales,ML Engineer,11,Bachelor,14,296,64,61,97,95,34,84,8,36,902585,No,5,1.8,88,82.21,3,5,9,3,Low,1.88,65.93
100326,44,Other,Operations,HR Executive,24,PhD,3,50,44,88,90,73,64,73,12,55,1822472,No,7,4.34,262,74.1,13,1,9,7,Low,4.5,72.86
100327,43,Female,Marketing,Marketing Specialist,16,Bachelor,4,146,87,76,83,62,53,89,17,40,1593982,No,1,2.08,298,90.14,11,1,1,5,Medium,1.18,71.4
